target,col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,col_57,col_58,col_59,col_60,col_61,col_62,col_63,col_64,col_65,col_66,col_67,col_68,col_69,col_70,col_71,col_72,col_73,col_74,col_75,col_76,col_77,col_78,col_79,col_80,col_81,col_82,col_83,col_84,col_85,col_86,col_87,col_88,col_89,col_90,col_91,col_92,col_93,col_94,col_95,col_96,col_97,col_98,col_99,col_100,col_101,col_102,col_103,col_104,col_105,col_106,col_107,col_108,col_109,col_110,col_111,col_112,col_113,col_114,col_115,col_116,col_117,col_118,col_119,col_120,col_121,col_122,col_123,col_124,col_125,col_126,col_127
0.7807017543859649,-0.018192697,0.0029558411,-0.0354648,-0.0009050945,0.020979278,-0.0276209,-0.02401253,0.029171277,0.03767221,-0.062198617,-0.0029539077,0.024650397,0.038596846,-0.0067090965,-0.021908917,-0.029496692,-0.048076898,0.01573937,-0.0033333781,-0.05255154,-0.009543818,-0.01921328,0.01905297,0.036207423,0.027194576,-0.033592302,0.045139752,0.026696365,-0.027850162,0.033422012,-0.023016118,-0.019654319,0.025242526,-0.04484372,-0.02040801,-0.009094851,-0.016232302,-0.061171014,0.08109993,-0.11891362,-0.0042598066,-0.02347054,0.047060505,-0.011617122,0.0192619,-0.028635722,-0.036354948,-0.079182334,-0.092575535,-0.026437303,-0.01883082,-0.033112314,-0.04594211,0.008750692,0.016651653,0.09698725,-0.013190162,-0.026541,-0.056073986,-0.059446227,-0.019802839,0.047936477,0.0058886646,0.033059407,0.035326928,-0.012661653,-0.06418932,0.07206136,0.018947212,0.051328372,-0.031296343,-0.0056011016,-0.03874387,0.11373081,0.0024308213,-0.0029022174,0.07269154,0.014740871,0.050701,-0.030881025,-0.04428618,0.008220861,0.011845806,-0.024155814,-0.062374543,0.015817767,-0.057628,0.0032579696,0.067190945,0.010147118,0.016976226,0.039119672,-0.04245032,0.06678593,-0.062969044,0.012238418,0.031567726,0.05085961,0.07551184,0.0035400698,0.07819997,0.024341779,-0.013218707,0.005143679,0.024444567,0.017560778,0.060541574,0.03292983,0.0054924213,0.018842045,-0.011914539,0.045931466,-0.022091791,0.057673827,0.0041790293,0.047325842,0.018843016,0.037356243,0.05254552,0.016044758,0.017615635,0.0035370206,-0.0018807282,-0.03544983,0.049257133,-0.01266193,-0.050100684,0.017769389
0.8070175438596491,-0.0025717986,-0.022232883,-0.019180499,0.0062043113,0.0029798017,0.007880214,-0.04563191,0.043991033,-0.006123994,-0.0024211635,-0.0024949163,0.012327397,0.030841416,0.0016598885,-0.037207093,-0.005852354,-0.035499528,0.010578545,-0.04462747,0.00043945923,0.020224756,-0.0116209155,0.0002560491,0.029649405,0.0032993923,0.0030930254,0.02030004,0.07450924,-0.0049910396,0.0019834253,-0.023330742,-0.031197172,0.021425325,-0.038098928,0.019521873,0.029728362,-0.03323678,-0.043175824,0.0032186045,0.00058639736,-0.012845374,-0.02768276,0.032935757,0.008528677,0.047032233,-0.038105376,-0.030213114,-0.03164104,-0.008610203,-0.002741169,0.07313666,-0.010999129,-0.009779294,0.060420457,0.012467416,-0.0066211135,-0.011952039,-0.027636532,-0.053592704,0.024723155,0.007896803,0.004681566,0.0391416,0.002960852,0.016504541,0.023889903,-0.007275696,0.0009903936,-0.029981121,0.02341685,0.028129488,0.010608516,-0.0467378,0.015740575,-0.04319682,-0.022010282,0.012725236,-0.020214504,0.0048064343,-0.050718393,0.048172336,0.05648192,-0.017434461,-0.008720229,-0.025301011,0.039853644,0.01465487,-0.038236473,0.0060651302,-0.021195108,-0.00047115324,-0.022092048,-0.054515462,-0.027576238,-0.002827107,-0.0007543673,0.052052278,0.013027965,-0.0004826091,-0.020054538,0.003833072,-0.026120119,-0.039712273,0.015009468,0.053571273,-0.033990197,0.011486786,-0.022760136,0.04783463,-0.03165012,-0.03127403,-0.008600137,-0.03561525,-0.038146146,0.020828573,-0.009421779,0.025152292,-0.017223522,-0.0052224332,-0.018598927,0.027414357,-0.025709506,0.04912144,-0.019379584,0.008717548,-0.04253119,-0.063745596,0.004892831
0.7543859649122807,-0.013288195,-0.010937625,-0.020838603,0.018406503,-0.039725315,-0.030579804,-0.04156776,0.021214204,0.017864076,-9.025348e-05,0.023525195,0.061031103,0.028523516,0.0059588235,-0.008681876,0.0022006698,-0.07062524,-0.011372323,-0.01735262,-0.0386246,0.027601069,-0.032951772,-0.039059415,0.04350571,0.036773574,0.0052348967,0.06761096,0.027043844,-0.058963858,0.016436534,-0.007146415,-0.025802838,0.010476186,-0.055268407,0.0053679775,0.046225987,0.000814751,-0.05703855,0.061667398,-0.065761715,0.019952292,-0.00209196,0.035735555,-0.015894903,0.019867213,-0.0022227073,-0.076721735,-0.0886942,-0.07369256,-0.014268332,0.01428286,0.019623859,-0.06505161,0.035346806,0.0013552549,0.03714704,0.0313286,-0.0386405,-0.09338225,-0.02476164,-0.028012803,0.0416501,0.028204305,0.047444835,0.020337733,-0.014781663,-0.03524073,0.0650678,-0.019992804,0.081219524,-0.036743183,0.030300997,-0.024043575,0.06032767,-0.01427775,0.023131551,0.056709617,0.0017986884,-0.00075433345,-0.023752982,-0.017483024,0.011958274,-0.007601958,0.006067677,-0.06404156,-0.01989961,-0.014715568,-0.012919199,0.068645865,-0.012260749,-0.028797727,-0.011436211,-0.032488305,-0.0004320767,-0.06356731,-0.04231366,0.022622714,0.013598679,0.039520934,-0.016626379,0.067364745,-0.024250176,-0.04265868,0.026897615,0.027571186,0.006846868,-0.0036227403,0.010411395,0.0040036375,-0.03228033,-0.03134622,0.019464495,-0.027059898,0.034875263,0.018783825,0.0131977685,-0.01232409,0.0036709355,-0.004832151,-0.033984948,0.047368355,0.005583732,0.008736037,-0.05529474,0.058279693,0.0060453187,-0.05556754,0.00024846033
0.7807017543859649,-0.012983404,-0.036382504,0.0012372787,-0.012560306,0.029730394,0.03421372,0.013368415,-0.0014504613,-0.017424632,-0.0019385288,0.017031401,-0.049400255,0.0283648,0.013377086,-0.026119897,-0.03866591,0.005067622,-0.016556703,-0.040428847,0.011595991,-0.03941389,0.0017859692,0.027161863,-0.0064953463,-0.02117514,0.0074623246,-0.019665018,0.03021568,0.026562056,-0.018421898,-0.0015446169,-0.0073265834,0.020059263,0.021878539,0.027748395,-0.024534069,-0.0070805154,-0.008856499,-0.024150742,0.031032152,-0.036372762,-0.007921191,-0.004748583,0.0037874111,0.006622293,-0.008258236,0.020636255,0.0073950705,0.023928655,0.023007032,0.026843049,-0.02307665,0.034328885,0.010713559,0.0010021448,-0.03598756,-0.037540704,-0.009393325,0.010337272,0.009305114,0.005780568,0.019892657,-0.010277438,-0.01851587,0.0071184537,0.012472757,-0.0054761455,-0.026152654,-0.0050816,-0.05029763,0.03077417,-0.02372515,-0.040484156,0.0011508951,0.006188267,-0.027088528,-0.004670176,-0.03852967,0.038735624,-0.012395713,0.046777733,0.040157776,-0.015440704,-0.012415219,0.028640635,0.03082436,0.0031461485,-1.5232043e-05,-0.029334255,0.008246969,0.0028801016,0.0037136672,-0.02729845,0.021249369,0.035048973,0.0279748,0.0020147092,0.036380585,-0.009045604,0.00013519336,-0.022041539,0.0050124223,0.024328407,-0.026277354,-0.012371947,-0.025925184,0.03518507,-0.011205731,0.022378972,-0.0006170277,-0.0026149147,-0.002188489,0.005472923,-0.05342044,-0.042009655,0.0389767,-0.0021249838,0.021338759,0.046989903,-0.006571413,-0.010905623,-0.0018846067,0.009677691,0.005724891,-0.011829885,-0.025181433,-0.024424314,0.016855117
0.7719298245614035,-0.020103823,-0.037380274,-0.0056268084,-0.009758947,0.021999162,0.030458104,-0.002507657,-0.00093988486,-0.012287197,-0.006226013,0.025472846,-0.042949464,0.042074393,0.015086566,-0.027367026,-0.049478535,-0.0075443783,-0.018866384,-0.03951598,0.009253464,-0.03680025,-0.0065617017,0.026543593,0.00016542063,-0.014822227,0.005084196,-0.006961737,0.038022254,0.02249138,-0.022661306,-0.0018659523,-0.01676667,0.03021465,0.015781658,0.0295055,-0.013207708,-0.01773857,-0.019931454,-0.00935534,0.02579746,-0.03689454,-0.014209272,0.0066324724,0.00023098703,0.015891558,-0.008557623,0.013617806,-0.014718147,0.011277637,0.020105783,0.02607883,-0.025761254,0.021309683,0.012878309,-0.0019273611,-0.031358678,-0.035597876,-0.02212563,-0.007746207,0.004875535,0.005654096,0.034898326,-0.011325603,-0.009000977,0.015639866,0.008618903,-0.011613632,-0.009428082,-0.0014634638,-0.039292008,0.020082507,-0.023873966,-0.047166415,0.015751878,0.001531778,-0.030815639,0.0049087266,-0.03746799,0.041595183,-0.017204871,0.041301563,0.045413267,-0.021554453,-0.013255399,0.009356047,0.035740435,-0.0037620754,-0.0023505318,-0.023662925,0.012916367,0.0014175427,0.009331707,-0.042454015,0.028296787,0.022459587,0.027083108,0.009072991,0.04805582,-0.0010439432,-0.0063465727,-0.01170743,0.0036562013,0.013618585,-0.02142589,-0.007848636,-0.033504054,0.044105105,-0.005047209,0.031524535,-0.0025485158,-0.012489938,9.8730816e-05,-0.0004979475,-0.048557214,-0.041571595,0.04194612,-0.0052226605,0.027784783,0.047223657,-0.008581326,-0.003705578,-0.00014534537,0.011177326,0.002563866,0.0014854798,-0.029759975,-0.036771905,0.022080844
0.8070175438596491,-0.023240963,-0.026729738,-0.004589331,-0.009038988,0.016754398,0.0069064256,0.018868519,-0.010153414,0.0019023442,-0.013958061,0.018658688,-0.02675848,0.025329743,0.011836649,-0.0040257866,-0.04371999,-0.014602339,-0.018845443,-0.01395288,-0.02556549,-0.053597942,-0.0031013007,0.020827211,-0.0058249272,0.0012067038,-0.0040773647,0.009744553,0.0011887022,0.0019926834,0.0011271201,0.003196887,0.00067923486,0.022690414,0.009709025,0.010672101,-0.037388723,0.011730563,-0.022397954,0.027963193,-0.029815275,-0.03405323,-0.003991475,-0.0032538925,-0.00470379,-0.007616122,-0.0029738166,0.005871274,-0.01998704,-0.016115878,0.009120141,-0.011332535,-0.010312499,0.005119823,-0.0072227824,-0.010903169,0.020174412,-0.015578586,-0.007431409,-0.00059247826,-0.027879389,-0.014130095,0.04144135,-0.017533291,0.000717812,0.016830377,-0.008207238,-0.032648657,0.014378237,0.01490051,-0.019614797,-0.009602587,-0.03732341,-0.031183757,0.050146483,0.024047984,-0.0030907928,0.029780604,-0.01638977,0.040901355,0.009895206,-0.0029889483,0.009885286,0.0014266174,-0.012900701,0.0027158663,0.0051278877,-0.033171203,0.020440634,0.008447797,0.021164982,0.005628801,0.018857135,-0.011329893,0.053644776,-5.1246236e-05,0.021458928,-0.0039057944,0.049550414,0.031488754,0.0022058112,0.014660417,0.023047267,0.035404075,-0.016126744,-0.018523315,0.0016527477,0.054115456,0.016106147,-0.00042381583,0.014106973,0.009963758,0.027998213,0.011728543,0.002023602,-0.043659057,0.061025117,-0.017609915,0.04169382,0.06623288,-0.0018317442,-0.008194117,0.016767278,-0.019132247,-0.017734768,0.00856719,0.009731878,-0.01951904,0.014623072
0.8508771929824561,-0.018465115,-0.01854297,-0.016051423,0.004783488,-0.060550988,-0.07323852,-0.05241692,-0.05810793,0.053154487,-0.024288679,0.10406497,0.069454245,0.09011889,0.019685779,-0.032885376,-0.042866495,-0.0914796,-0.03668018,0.021532726,-0.04145107,0.010579579,-0.073904015,-0.05781252,0.07438443,0.051035557,-0.007466234,0.063650765,-0.041612916,-0.07586789,-0.02451397,-0.015448281,-0.060683236,-0.012957118,-0.021475717,-0.02722521,0.07190979,-0.00702999,-0.03976462,0.08938608,-0.093075156,0.06439154,0.030904239,0.064196736,-0.042307787,-0.03204577,0.056608807,-0.08033284,-0.18129705,-0.19157238,-0.017677562,-0.1200338,-0.011303337,-0.113209985,-0.05098938,0.03321398,0.034388572,0.00409081,-0.07403185,-0.096865155,-0.09938053,-0.0638643,0.14888826,-0.061580848,0.11407786,0.0273673,-0.071199074,-0.05486399,0.124658585,0.033980705,0.09045672,-0.11444282,0.06752992,-0.017309723,0.13192402,0.026627492,0.041332338,0.09280275,-0.000653079,0.066609405,-0.0063100904,-0.1108951,-0.0013378216,0.020531595,0.02664108,-0.11116124,-0.03676935,-0.03993184,0.024247365,0.112325035,0.025285669,-0.083025195,0.084465146,-0.053991683,0.12656538,-0.12562396,-0.049050365,-0.016743371,0.074322276,0.077321865,0.026459089,0.1322194,-0.007889763,-0.034414243,0.0023194721,-0.04352561,0.011262092,0.017734692,0.09453809,-0.04002067,0.011770214,-0.078034244,0.062442504,-0.0036673697,0.12996334,0.0034016927,0.09586949,-0.056294363,0.10514465,0.013292201,-0.0041426616,0.047924146,0.032883417,-0.053097498,-0.038206212,0.13919914,-0.005604033,-0.039548375,0.04768501
0.8596491228070176,0.0019791354,-0.0008787084,0.019781183,0.007883866,-0.045616355,-0.015528504,0.012845851,-0.045032,-9.0826434e-05,0.03740413,0.035313513,0.016935213,-0.010591176,0.01420861,0.02001603,0.008424317,-0.0074825357,-0.03841635,0.021232843,0.0021037816,-0.0023058609,-0.008954314,-0.040122453,-0.00047005748,0.0044983174,0.025781607,0.014034301,-0.060810845,-0.023642499,-0.021428976,0.024726143,0.002450119,-0.02163184,0.020966962,0.0028375539,0.021562645,0.024814775,0.02246709,-0.0057157315,0.024515819,0.028192304,0.03869874,-0.0269464,-0.0104201455,-0.035844292,0.054334797,-0.0127954,-0.0072554867,-0.007884833,0.009446841,-0.04882987,0.029682,-0.01865613,-0.03412036,-0.008763198,-0.037714954,0.038328193,-0.00516165,0.004533186,-0.006414571,-0.022645377,0.017554466,-0.029127732,0.018248279,-0.015196248,-0.03218417,0.010294863,0.009187221,0.0020435106,0.0075962245,-0.035748083,0.01924307,0.029105298,-0.02317514,0.027532486,0.03615799,-0.004331965,0.0003247492,-0.022781989,0.040958595,-0.022445159,-0.033854093,0.0064340266,0.033217575,0.003850042,-0.048332002,0.0074367607,0.023629226,0.009168054,0.009778137,-0.036083557,0.0019150163,0.033005986,0.003078105,-0.014929943,-0.032436978,-0.048736192,-0.022028483,-0.018837018,0.008007579,0.0041204467,-0.012235637,0.0063783736,-0.0007368549,-0.046102777,0.017089657,-0.039304435,0.01106894,-0.043330763,-0.004786785,-0.006670186,0.0033837382,0.022750188,0.026595404,-0.006929904,0.0038935512,-0.04629724,0.011825892,-0.030096035,-0.020399043,0.0075137685,0.023555534,-0.040415574,0.00033015903,0.021255987,0.030311834,0.028987534,-0.002880365
0.7543859649122807,-0.017094418,-0.036534797,-0.0013254766,0.0029150327,-0.016559727,-0.0048536314,-0.004367718,-0.017565215,0.008866902,0.003536112,0.048151407,-0.0030229047,0.04753169,0.01682487,-0.010047656,-0.040601972,-0.04309142,-0.03248144,-0.014979082,-0.025016561,-0.03199453,-0.019070433,-0.0071073333,0.013910443,0.007357737,0.0068959347,0.03054001,-0.004835693,-0.02687474,-0.012933436,0.0046321237,-0.012260332,0.01454229,-0.0046525053,0.017847871,0.0032317562,0.0044099754,-0.028322335,0.033487488,-0.024183566,-0.010171275,0.0043455926,0.008923346,-0.012609121,-0.009203704,0.01968721,-0.027168984,-0.065128215,-0.052738205,0.0042046746,-0.01571889,-0.0027380679,-0.01958756,-0.01202361,-0.0010529279,0.0059234845,0.0011037457,-0.027425852,-0.036158066,-0.03637579,-0.028302351,0.06920218,-0.025706118,0.022446727,0.013013133,-0.023332318,-0.034875493,0.040724233,0.0043582376,0.014860044,-0.026425932,-0.0020506503,-0.031059792,0.050369468,0.017530851,0.0046844957,0.04236359,-0.018844768,0.038783427,0.0027231425,-0.010098813,0.014925502,-0.007027312,-0.001390169,-0.022411378,-0.013274216,-0.023459014,0.017005185,0.030747933,0.014994319,-0.020948684,0.01748958,-0.023740096,0.054507144,-0.02129496,-0.0075268093,-0.009304297,0.04597497,0.027408212,0.0008053876,0.03489705,-0.0018567841,0.011125439,-0.012330509,-0.027470885,-0.0035876755,0.0322685,0.022193227,-0.0067301267,-0.0011143875,-0.019855963,0.02894909,0.002734904,0.009721579,-0.038384866,0.06314295,-0.034472384,0.04840243,0.04407229,-0.017711224,0.019162875,0.023382112,-0.021972409,-0.02883862,0.04369767,0.0047799763,-0.030939527,0.017098524
0.8070175438596491,-0.018713819,-0.06249684,0.001549226,-0.0043197377,-0.008439909,0.025393011,-0.03083007,-0.017166974,-0.017711736,0.017847616,0.07871606,-0.02188262,0.07927401,0.032744814,-0.059436843,-0.059140958,-0.043510534,-0.03646343,-0.06102792,0.02393941,-0.020623151,-0.038824163,-0.007272227,0.036023106,-0.011514752,0.026617065,0.0031267474,0.037830528,0.0009889378,-0.05673224,-0.006129459,-0.055092596,0.019570949,0.017506354,0.042173546,0.040584575,-0.030604031,-0.02761416,-0.014994604,0.059752844,-0.011045409,-0.0009340065,0.0235679,-0.003199491,0.014221034,0.0092087425,-0.017810194,-0.068339296,-0.03362822,0.033121143,0.020659586,-0.022145234,0.0015318542,0.016461324,0.016371155,-0.0727093,-0.045923892,-0.05588725,-0.05144865,0.0030598124,-0.009813984,0.0843961,-0.022523057,0.019837826,0.010254716,0.004012949,-0.009228336,0.00609202,-0.017712764,-0.016986707,0.0077349353,0.017516362,-0.063018575,0.01318559,-0.008112154,-0.026058486,0.015547364,-0.06367692,0.052315935,-0.034496874,0.044805415,0.06996533,-0.029730882,0.011570908,-0.012925267,0.028365739,0.020368809,-0.017728826,-0.005802154,0.0032522602,-0.045351394,0.01987883,-0.07672871,0.035652168,0.00012995883,0.009453033,0.012507881,0.05766438,-0.0051488057,0.0023090364,0.006156234,-0.030594327,-0.015570841,-0.014514807,-0.013279787,-0.052014004,0.028728211,0.010092317,0.030726476,-0.019601917,-0.057771053,-0.006747361,-0.009129456,-0.050839014,-0.033973742,0.061138194,-0.02357733,0.045819648,0.027862424,-0.031203223,0.01694977,-0.0013173916,0.013845647,-0.00837412,0.040088266,-0.052360836,-0.06504123,0.030714734
