graph_name,acc,time,macro-avg-f1-score
data_754_features_corr_graph_subgraph424.gpickle,-0.012989224,-0.03179869,361
data_754_features_corr_graph_subgraph425.gpickle,0.011169205,0.012945764,362
data_754_features_corr_graph_subgraph426.gpickle,-0.007807035,-0.012161024,363
data_754_features_corr_graph_subgraph427.gpickle,-0.003510516,-0.019761128,364
data_754_features_corr_graph_subgraph428.gpickle,0.006543096,-0.013254353,365
data_754_features_corr_graph_subgraph429.gpickle,-0.021822544,-0.042881902,366
data_754_features_corr_graph_subgraph43.gpickle,0.004838469,0.013972411,367
data_754_features_corr_graph_subgraph430.gpickle,-0.01686484,-0.045557495,368
data_754_features_corr_graph_subgraph431.gpickle,9.52E-06,0.014471743,369
data_754_features_corr_graph_subgraph432.gpickle,0.003212691,-0.003795467,370
data_754_features_corr_graph_subgraph433.gpickle,0.013811043,0.037658572,371
data_754_features_corr_graph_subgraph434.gpickle,0.019782271,0.022285342,372
data_754_features_corr_graph_subgraph435.gpickle,-0.003636451,-0.002317002,373
data_754_features_corr_graph_subgraph436.gpickle,-0.014591889,-0.039516766,374
data_754_features_corr_graph_subgraph437.gpickle,-0.048802435,-0.08626867,375
data_754_features_corr_graph_subgraph438.gpickle,-0.007856798,-0.01995445,376
data_754_features_corr_graph_subgraph439.gpickle,-0.006385348,-0.008718925,377
data_754_features_corr_graph_subgraph44.gpickle,-0.008119722,-0.025567356,378
data_754_features_corr_graph_subgraph440.gpickle,-0.014646954,-0.021367349,379
data_754_features_corr_graph_subgraph441.gpickle,-0.016217373,-0.029374598,380
data_754_features_corr_graph_subgraph442.gpickle,0.01866213,0.009267111,381
data_754_features_corr_graph_subgraph443.gpickle,-0.019119902,-0.045503903,382
data_754_features_corr_graph_subgraph444.gpickle,-0.002782404,-0.018521225,383
data_754_features_corr_graph_subgraph445.gpickle,0.001093307,0.015921153,384
data_754_features_corr_graph_subgraph446.gpickle,-0.006970463,-0.015656795,385
data_754_features_corr_graph_subgraph447.gpickle,0.011676545,0.02022605,386
data_754_features_corr_graph_subgraph448.gpickle,0.001774231,-0.006532366,387
data_754_features_corr_graph_subgraph449.gpickle,-0.029975865,-0.09079209,388
data_754_features_corr_graph_subgraph45.gpickle,-0.021123419,-0.048920568,389
data_754_features_corr_graph_subgraph450.gpickle,0.002411681,-0.01339331,390
data_754_features_corr_graph_subgraph451.gpickle,-0.023642564,-0.057422657,391
data_754_features_corr_graph_subgraph452.gpickle,0.000586708,0.002515338,392
data_754_features_corr_graph_subgraph453.gpickle,-0.019026345,-0.03634361,393
data_754_features_corr_graph_subgraph454.gpickle,0.007451629,0.008805247,394
data_754_features_corr_graph_subgraph455.gpickle,-0.003219755,-0.015002576,395
data_754_features_corr_graph_subgraph456.gpickle,-0.007713379,-0.016948437,396
data_754_features_corr_graph_subgraph457.gpickle,0.003891725,-0.008469382,397
data_754_features_corr_graph_subgraph458.gpickle,-0.019715954,-0.056769047,398
data_754_features_corr_graph_subgraph459.gpickle,-0.018868469,-0.055401467,399
data_754_features_corr_graph_subgraph46.gpickle,-0.016292155,-0.054326467,400
data_754_features_corr_graph_subgraph460.gpickle,0.003794653,0.012556259,401
data_754_features_corr_graph_subgraph461.gpickle,-0.002262318,-0.012165139,402
data_754_features_corr_graph_subgraph462.gpickle,-0.003244998,-0.02087898,403
data_754_features_corr_graph_subgraph463.gpickle,-0.021554848,-0.051515106,404
data_754_features_corr_graph_subgraph464.gpickle,-0.001758914,-0.003982135,405
data_754_features_corr_graph_subgraph465.gpickle,-0.008185222,-0.017742671,406
data_754_features_corr_graph_subgraph466.gpickle,0.010276547,0.026852822,407
data_754_features_corr_graph_subgraph467.gpickle,0.012986578,0.02261411,408
data_754_features_corr_graph_subgraph468.gpickle,-0.01176222,-0.02514916,409
data_754_features_corr_graph_subgraph469.gpickle,0.009940072,0.00705998,410
data_754_features_corr_graph_subgraph47.gpickle,0.0300418,0.051808916,411
data_754_features_corr_graph_subgraph470.gpickle,0.015825324,0.04182543,412
data_754_features_corr_graph_subgraph471.gpickle,-0.014063989,-0.019342069,413
data_754_features_corr_graph_subgraph472.gpickle,0.004653171,-0.013759417,414
data_754_features_corr_graph_subgraph473.gpickle,-0.036845587,-0.07525504,415
data_754_features_corr_graph_subgraph474.gpickle,-0.019427493,-0.010203688,416
data_754_features_corr_graph_subgraph475.gpickle,-0.02168808,-0.045860615,417
data_754_features_corr_graph_subgraph476.gpickle,-0.007049202,-0.013993826,418
data_754_features_corr_graph_subgraph477.gpickle,-0.002487276,-0.01154452,419
data_754_features_corr_graph_subgraph478.gpickle,0.015801543,0.033876736,420
data_754_features_corr_graph_subgraph479.gpickle,0.01176678,0.023067037,421
data_754_features_corr_graph_subgraph48.gpickle,-0.06872252,-0.13825603,422
data_754_features_corr_graph_subgraph480.gpickle,-0.001203212,-0.003868417,423
data_754_features_corr_graph_subgraph481.gpickle,-0.005398385,-0.034978345,424
data_754_features_corr_graph_subgraph482.gpickle,0.009978654,0.005057884,425
data_754_features_corr_graph_subgraph483.gpickle,0.014602148,0.02273569,426
data_754_features_corr_graph_subgraph484.gpickle,-0.019103725,-0.053729795,427
data_754_features_corr_graph_subgraph485.gpickle,-0.012348428,-0.036272343,428
data_754_features_corr_graph_subgraph486.gpickle,-0.002934325,0.005600744,429
data_754_features_corr_graph_subgraph487.gpickle,-0.012067666,-0.019580256,430
data_754_features_corr_graph_subgraph488.gpickle,-0.03349264,-0.066776805,431
data_754_features_corr_graph_subgraph489.gpickle,0.006743114,0.02502215,432
data_754_features_corr_graph_subgraph49.gpickle,-0.18035285,-0.23243749,433
data_754_features_corr_graph_subgraph490.gpickle,0.020362264,0.03443522,434
data_754_features_corr_graph_subgraph491.gpickle,0.0259725,0.047786314,435
data_754_features_corr_graph_subgraph492.gpickle,-0.009086189,-0.025678802,436
data_754_features_corr_graph_subgraph493.gpickle,-0.027433766,-0.038112387,437
data_754_features_corr_graph_subgraph494.gpickle,0.0094074,0.038349703,438
data_754_features_corr_graph_subgraph495.gpickle,0.02202808,0.03555583,439
data_754_features_corr_graph_subgraph496.gpickle,6.07E-05,0.003966678,440
data_754_features_corr_graph_subgraph497.gpickle,-0.015513648,-0.035383746,441
data_754_features_corr_graph_subgraph498.gpickle,0.012631998,0.036062054,442
data_754_features_corr_graph_subgraph499.gpickle,-0.00107055,-0.015894327,443
data_754_features_corr_graph_subgraph5.gpickle,0.043485537,0.09550589,444
data_754_features_corr_graph_subgraph50.gpickle,-0.04952535,-0.11010652,445
data_754_features_corr_graph_subgraph500.gpickle,0.002979424,-0.000870241,446
data_754_features_corr_graph_subgraph51.gpickle,-0.034631986,-0.1055697,447
data_754_features_corr_graph_subgraph52.gpickle,-0.011866608,-0.020402797,448
data_754_features_corr_graph_subgraph53.gpickle,-0.006988442,-0.019524967,449
data_754_features_corr_graph_subgraph54.gpickle,-0.032185987,-0.09995285,450
data_754_features_corr_graph_subgraph55.gpickle,-0.021169245,-0.05002413,451
data_754_features_corr_graph_subgraph56.gpickle,0.006781401,0.035504986,452
data_754_features_corr_graph_subgraph57.gpickle,0.003111949,0.052547865,453
data_754_features_corr_graph_subgraph58.gpickle,-0.026589103,-0.057972632,454
data_754_features_corr_graph_subgraph59.gpickle,-0.001449677,-0.001535101,455
data_754_features_corr_graph_subgraph6.gpickle,-0.01664167,-0.028757244,456
data_754_features_corr_graph_subgraph60.gpickle,-0.08803042,-0.1177444,457
data_754_features_corr_graph_subgraph61.gpickle,-0.016210636,-0.038780533,458
data_754_features_corr_graph_subgraph62.gpickle,0.00404983,0.004084176,459
data_754_features_corr_graph_subgraph63.gpickle,-0.001572959,-0.024323037,460
data_754_features_corr_graph_subgraph64.gpickle,0.013666344,0.03364476,461
data_754_features_corr_graph_subgraph65.gpickle,-0.024471689,-0.04888145,462
data_754_features_corr_graph_subgraph66.gpickle,-0.017207164,-0.041274965,463
data_754_features_corr_graph_subgraph67.gpickle,0.021259557,0.052990794,464
data_754_features_corr_graph_subgraph68.gpickle,-0.012572532,-0.031135907,465
data_754_features_corr_graph_subgraph69.gpickle,-0.00150379,-0.023783205,466
data_754_features_corr_graph_subgraph7.gpickle,-0.018470408,-0.05506392,467
data_754_features_corr_graph_subgraph70.gpickle,0.014456806,0.034333125,468
data_754_features_corr_graph_subgraph71.gpickle,-0.027491186,-0.058023114,469
data_754_features_corr_graph_subgraph72.gpickle,-0.001824415,-0.014040353,470
data_754_features_corr_graph_subgraph73.gpickle,-0.00593072,-0.020681066,471
data_754_features_corr_graph_subgraph74.gpickle,-0.023544673,-0.051574565,472
data_754_features_corr_graph_subgraph75.gpickle,0.018283399,0.03143792,473
data_754_features_corr_graph_subgraph76.gpickle,0.008990969,0.023155292,474
data_754_features_corr_graph_subgraph77.gpickle,-0.020827413,-0.021314153,475
data_754_features_corr_graph_subgraph78.gpickle,-0.05929057,-0.11682492,476
data_754_features_corr_graph_subgraph79.gpickle,-0.023345059,-0.050016895,477
data_754_features_corr_graph_subgraph8.gpickle,-0.019430641,-0.052265447,478
data_754_features_corr_graph_subgraph80.gpickle,-0.010073641,-0.033372853,479
data_754_features_corr_graph_subgraph81.gpickle,-0.008416295,-0.014701185,480
data_754_features_corr_graph_subgraph82.gpickle,-0.018529167,-0.021879394,481
data_754_features_corr_graph_subgraph83.gpickle,-0.004620476,-0.03525413,482
data_754_features_corr_graph_subgraph84.gpickle,-0.009834311,-0.012549061,483
data_754_features_corr_graph_subgraph85.gpickle,0.004199724,0.007720199,484
data_754_features_corr_graph_subgraph86.gpickle,0.022883251,0.052099813,485
data_754_features_corr_graph_subgraph87.gpickle,0.022193095,0.04371862,486
data_754_features_corr_graph_subgraph88.gpickle,-0.017872771,-0.040344715,487
data_754_features_corr_graph_subgraph89.gpickle,-0.043624498,-0.11274748,488
data_754_features_corr_graph_subgraph9.gpickle,-0.12651032,-0.2557133,489
data_754_features_corr_graph_subgraph90.gpickle,-0.004917002,-0.010549174,490
data_754_features_corr_graph_subgraph91.gpickle,-0.018569844,-0.041226916,491
data_754_features_corr_graph_subgraph92.gpickle,-0.00152389,-0.014636152,492
data_754_features_corr_graph_subgraph93.gpickle,-0.011128067,-0.036793478,493
data_754_features_corr_graph_subgraph94.gpickle,-0.006847893,-0.02029216,494
data_754_features_corr_graph_subgraph95.gpickle,-0.011200426,-0.0199108,495
data_754_features_corr_graph_subgraph96.gpickle,0.031062948,0.065174595,496
data_754_features_corr_graph_subgraph97.gpickle,-0.022534372,-0.029810216,497
data_754_features_corr_graph_subgraph98.gpickle,-0.026326744,-0.05368205,498
data_754_features_corr_graph_subgraph99.gpickle,-0.023205124,-0.08257464,499
